gene;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj;Gene_name;GeneID;orgdb_symbol;orgdb_old_MXAN;orgdb_Name
WP_002614080.1;23498,6658995386;1,90559217741573;0,202682218956925;9,40187149727583;5,36010509246125e-21;7,17421237375441e-20;MXAN_RS25275;41362483;MXAN_RS25275;MXAN_5201;30S ribosomal protein S21
WP_002614803.1;7138,98850644817;1,48538160707491;0,184507359599867;8,05052768787214;8,24378223272804e-16;7,79043218308013e-15;MXAN_RS16100;41360674;infA;MXAN_3321;translation initiation factor IF-1
WP_002633201.1;308,115345778104;0,309385157778231;0,207112020801115;1,49380589586988;0,13522636008109;0,1931517673012;MXAN_RS31645;41363738;MXAN_RS31645;MXAN_6531;HPr family phosphocarrier protein
WP_002633598.1;23999,7909291923;3,37013293177944;0,238293479123896;14,1427828582217;2,06936408286961e-45;8,97035953083931e-44;MXAN_RS16040;41360662;MXAN_RS16040;MXAN_3309;50S ribosomal protein L14
WP_002633601.1;6426,88754655108;3,2561879609182;0,276546378178908;11,7744733536581;5,28461082434095e-32;1,28185199020747e-30;MXAN_RS16025;41360659;MXAN_RS16025;MXAN_3306;50S ribosomal protein L16
WP_002633602.1;15637,2017459912;2,97434916346053;0,223698785260646;13,2962240273005;2,43456230251415e-40;8,38862774902182e-39;MXAN_RS16020;41360658;MXAN_RS16020;MXAN_3305;30S ribosomal protein S3
WP_002633603.1;4328,23316978642;3,32670527712241;0,284614685424417;11,6884526606968;1,46022727583e-31;3,47917271854672e-30;MXAN_RS16015;41360657;MXAN_RS16015;MXAN_3304;50S ribosomal protein L22
WP_002633604.1;1943,931383879;3,03091358863959;0,278190263933146;10,8951102234404;1,21619215027028e-27;2,3893552800193e-26;MXAN_RS16010;41360656;MXAN_RS16010;MXAN_3303;30S ribosomal protein S19
WP_002633606.1;14540,3264318307;3,35069694410886;0,262380582244823;12,7703693445667;2,40012855269278e-37;7,23159809217164e-36;MXAN_RS16000;41360654;MXAN_RS16000;MXAN_3301;50S ribosomal protein L23
WP_002633607.1;9377,94169997372;3,42176778664325;0,299283103790228;11,4332140481997;2,85347658100974e-30;6,43372790194781e-29;MXAN_RS15995;41360653;MXAN_RS15995;MXAN_3300;50S ribosomal protein L4
WP_002633608.1;7434,85453764146;3,10131398581476;0,227883791877306;13,6091907207009;3,53132410196834e-42;1,34812310460939e-40;MXAN_RS15990;41360652;MXAN_RS15990;MXAN_3299;30S ribosomal protein S10
WP_002634092.1;5389,05537392148;-4,86577770111819;0,260438490924446;-18,6830206389491;6,80566965586519e-78;8,02233235399267e-76;MXAN_RS24905;41362409;MXAN_RS24905;MXAN_5125;Crp/Fnr family transcriptional regulator
WP_002634160.1;2193,27370828413;-5,10481654382139;0,297348707022385;-17,1677778421854;4,62801441098046e-66;3,61577079388113e-64;MXAN_RS24650;41362358;MXAN_RS24650;MXAN_5074;septation protein spoVG
WP_002634235.1;7261,02368323586;0,916242984522774;0,226087774475645;4,05259853898678;5,06518785744303e-05;0,000152068798990884;MXAN_RS24290;41362286;MXAN_RS24290;MXAN_5002;Fe-S cluster assembly scaffold IscU
WP_002634367.1;2137,785493471;-0,618786518694707;0,227217659017232;-2,72332054370729;0,00646293171022927;0,0130091186821541;MXAN_RS27095;41362838;MXAN_RS27095;MXAN_5592;helix-turn-helix domain-containing protein
WP_002634498.1;2244,59467478281;0,202060390136589;0,260344298336104;0,776127579624306;0,437673660886266;0,520759576322795;MXAN_RS27570;41362933;MXAN_RS27570;MXAN_5688;response regulator
WP_002634858.1;399,57842137103;0,427405558401502;0,187347978357209;2,28134598595232;0,0225279815587012;0,039853183624158;MXAN_RS13125;41360087;MXAN_RS13125;MXAN_2709;XRE family transcriptional regulator
WP_002635080.1;5611,58763378847;-0,606800417311133;0,215953204650961;-2,80986993590527;0,00495615244221448;0,0102810707808704;MXAN_RS14110;41360281;MXAN_RS14110;MXAN_2913;DNA-binding protein
WP_002635502.1;2818,82026963883;-1,21690505830023;0,226169031609421;-5,38051142387056;7,42745252868721e-08;3,27031805637283e-07;MXAN_RS06955;41358880;MXAN_RS06955;MXAN_1434;HU family DNA-binding protein
WP_002635980.1;14008,3119020534;-1,07790806427051;0,25045522383054;-4,30379549599587;1,67896653913817e-05;5,38985961608665e-05;MXAN_RS03255;41358147;MXAN_RS03255;MXAN_0672;cold-shock protein
WP_002636238.1;2123,80284705304;3,03334872689673;0,278206169043081;10,903240346288;1,11224364464767e-27;2,19154400245974e-26;MXAN_RS01960;41357897;MXAN_RS01960;MXAN_0403;ATP synthase F0 subunit C
WP_002636478.1;2023,00210127885;0,447870365294136;0,175923070628343;2,54583076394972;0,010901802714531;0,020928346411124;MXAN_RS19610;41361364;MXAN_RS19610;MXAN_4033;hypothetical protein
WP_002636551.1;6372,59552796488;0,390026461719689;0,267527765804287;1,45789152220191;0,144870445789967;0,205212470473427;MXAN_RS19910;41361424;MXAN_RS19910;MXAN_4095;hypothetical protein
WP_002636698.1;11329,3095467415;-0,772011708719743;0,245179508412043;-3,14876114125458;0,00163964153334128;0,00372439197515892;MXAN_RS22505;41361936;MXAN_RS22505;MXAN_4636;hypothetical protein
WP_002636699.1;10292,1423131397;-0,879401974615271;0,310714379560983;-2,83025837380877;0,00465104273826761;0,00969003291733955;MXAN_RS22510;41361937;MXAN_RS22510;MXAN_4637;polymer-forming cytoskeletal protein
WP_002636736.1;324,235817376508;-0,432892578579011;0,222076581331467;-1,94929413981245;0,0512603080238108;0,0828724758450397;MXAN_RS22690;41361973;MXAN_RS22690;MXAN_4673;MaoC family dehydratase
