gene;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj;Gene_name;GeneID;orgdb_symbol;orgdb_old_MXAN;orgdb_Name
WP_002614080.1;12902,4195286161;2,7974379894468;0,101633480282424;27,5247682326055;8,87363195749432e-167;1,01220601777211e-164;MXAN_RS25275;41362483;MXAN_RS25275;MXAN_5201;30S ribosomal protein S21
WP_002614803.1;6285,55084547164;1,75488337004552;0,0977117428647642;17,9598001078982;4,02253728683958e-72;1,05190145018698e-70;MXAN_RS16100;41360674;infA;MXAN_3321;translation initiation factor IF-1
WP_002633201.1;193,887996707475;0,64484529541293;0,156005677505302;4,13347325382447;3,57321895328608e-05;7,69294389682418e-05;MXAN_RS31645;41363738;MXAN_RS31645;MXAN_6531;HPr family phosphocarrier protein
WP_002633598.1;12411,5652401813;3,75241232001601;0,112168520855857;33,4533458352193;2,30098955602796e-245;7,24921281080047e-243;MXAN_RS16040;41360662;MXAN_RS16040;MXAN_3309;50S ribosomal protein L14
WP_002633601.1;4211,65752206425;2,90223450840137;0,105874153654803;27,4121153106352;1,96679359828599e-165;2,20547566885765e-163;MXAN_RS16025;41360659;MXAN_RS16025;MXAN_3306;50S ribosomal protein L16
WP_002633602.1;9056,24502223675;3,37114637998004;0,10261822265575;32,8513425075497;1,0898294776657e-236;3,00429659343179e-234;MXAN_RS16020;41360658;MXAN_RS16020;MXAN_3305;30S ribosomal protein S3
WP_002633603.1;2460,26280753356;3,72099472233168;0,11119328128558;33,464204665163;1,59950171924083e-245;5,29115168724866e-243;MXAN_RS16015;41360657;MXAN_RS16015;MXAN_3304;50S ribosomal protein L22
WP_002633604.1;1317,00414444309;3,38683748430973;0,115906557283493;29,2204130955763;1,06749520600998e-187;1,64245308906094e-185;MXAN_RS16010;41360656;MXAN_RS16010;MXAN_3303;30S ribosomal protein S19
WP_002633606.1;4702,29927742599;4,0985221365679;0,120352133640049;34,0544202467222;3,49115566951959e-254;1,53983239396944e-251;MXAN_RS16000;41360654;MXAN_RS16000;MXAN_3301;50S ribosomal protein L23
WP_002633607.1;4145,08950843668;3,80628303312194;0,103620008571341;36,7330893482928;2,16510061498149e-295;1,43243056687175e-292;MXAN_RS15995;41360653;MXAN_RS15995;MXAN_3300;50S ribosomal protein L4
WP_002633608.1;5036,48712981882;3,5926141747486;0,0978656131242231;36,7096680852385;5,12005290491256e-295;3,07947909262741e-292;MXAN_RS15990;41360652;MXAN_RS15990;MXAN_3299;30S ribosomal protein S10
WP_002634092.1;4511,93351848729;-1,43386841557509;0,124179905485255;-11,5467024231658;7,67074327551412e-31;6,52308965434465e-30;MXAN_RS24905;41362409;MXAN_RS24905;MXAN_5125;Crp/Fnr family transcriptional regulator
WP_002634160.1;597,134842498435;-1,6092568716741;0,173901499506439;-9,25384126210199;2,16566574863586e-20;1,21424106720126e-19;MXAN_RS24650;41362358;MXAN_RS24650;MXAN_5074;septation protein spoVG
WP_002634235.1;5406,88182033425;0,766714526365895;0,103396075361136;7,41531555900896;1,21335556215975e-13;4,76695985703618e-13;MXAN_RS24290;41362286;MXAN_RS24290;MXAN_5002;Fe-S cluster assembly scaffold IscU
WP_002634367.1;1446,61014781535;-0,272906153693341;0,102045576336399;-2,6743555525983;0,00748730232991439;0,012307078811109;MXAN_RS27095;41362838;MXAN_RS27095;MXAN_5592;helix-turn-helix domain-containing protein
WP_002634498.1;972,01411921104;0,488480426477789;0,11697608589372;4,17589990933364;2,96810314428211e-05;6,46165528218836e-05;MXAN_RS27570;41362933;MXAN_RS27570;MXAN_5688;response regulator
WP_002634858.1;377,928264310207;-0,0351844619141103;0,142551418522983;-0,246819444370788;0,805047961532362;0,831568667212819;MXAN_RS13125;41360087;MXAN_RS13125;MXAN_2709;XRE family transcriptional regulator
WP_002635080.1;3670,79576786278;-1,10110590752313;0,115005127978364;-9,5744070449648;1,0244344584088e-21;6,12808171503851e-21;MXAN_RS14110;41360281;MXAN_RS14110;MXAN_2913;DNA-binding protein
WP_002635502.1;2049,59934434817;-1,65251083139383;0,102801700086283;-16,0747422465471;3,83585515438509e-58;7,10868843176801e-57;MXAN_RS06955;41358880;MXAN_RS06955;MXAN_1434;HU family DNA-binding protein
WP_002635980.1;6486,72137858399;-0,132883395652022;0,124226093353004;-1,06968988612092;0,284758920290558;0,340434589201723;MXAN_RS03255;41358147;MXAN_RS03255;MXAN_0672;cold-shock protein
WP_002636238.1;2773,4359587292;3,8947587136309;0,116725669467261;33,3667712629678;4,16119527549307e-244;1,25138490648464e-241;MXAN_RS01960;41357897;MXAN_RS01960;MXAN_0403;ATP synthase F0 subunit C
WP_002636478.1;1890,10349555873;0,646033304267709;0,11034460972009;5,85468837949128;4,77905241293773e-09;1,40712998504655e-08;MXAN_RS19610;41361364;MXAN_RS19610;MXAN_4033;hypothetical protein
WP_002636551.1;4299,1324596425;1,28226616540655;0,102986387568811;12,4508315679079;1,38395637603455e-35;1,41300237405009e-34;MXAN_RS19910;41361424;MXAN_RS19910;MXAN_4095;hypothetical protein
WP_002636698.1;5543,81350751429;-0,1650398844246;0,10853230281323;-1,5206521942929;0,128347141352397;0,168214082247911;MXAN_RS22505;41361936;MXAN_RS22505;MXAN_4636;hypothetical protein
WP_002636699.1;4739,64231404266;-0,195385447872205;0,100069642703454;-1,95249470862217;0,0508794985642816;0,0722512905132618;MXAN_RS22510;41361937;MXAN_RS22510;MXAN_4637;polymer-forming cytoskeletal protein
WP_002636736.1;290,961429239776;-0,596547156594454;0,144543656109061;-4,12710714985892;3,67355252127409e-05;7,89610899309596e-05;MXAN_RS22690;41361973;MXAN_RS22690;MXAN_4673;MaoC family dehydratase
WP_002637061.1;17,8752832804751;0,376124123192846;0,499491081664503;0,753014692353367;0,451441085161423;0,508726659756085;MXAN_RS11845;41359832;fliQ;MXAN_2448;EscS/YscS/HrcS family type III secretion system export apparatus protein
WP_002637270.1;2097,60524343903;0,34879161926701;0,108990391068602;3,20020522770187;0,00137329763520778;0,0024858377987783;MXAN_RS09340;41359340;MXAN_RS09340;MXAN_1926;dynein regulation protein LC7
WP_002637381.1;11453,8309656593;2,97425587437093;0,0964906135537735;30,8243026427995;1,2382983427212e-208;2,73086061181448e-206;MXAN_RS15970;41360648;MXAN_RS15970;MXAN_3295;30S ribosomal protein S12
WP_002637840.1;1511,05133700662;2,24407932666042;0,117327391213734;19,1266447113991;1,51518078222433e-81;4,98728161950058e-80;MXAN_RS36250;41364645;MXAN_RS36250;MXAN_7512;50S ribosomal protein L34
WP_002638649.1;1899,83945313773;-0,108648346165015;0,119053155674793;-0,912603664717631;0,361451026224173;0,419169148027893;MXAN_RS21170;41361673;MXAN_RS21170;No old locus tag;TIGR04563 family protein
WP_002639025.1;781,666798014901;-1,05529671482342;0,124118166713414;-8,50235499578462;1,85782650748699e-17;9,0245082037694e-17;MXAN_RS12210;41359905;MXAN_RS12210;MXAN_2528;TIGR02266 family protein
WP_002639318.1;63,686324559445;0,160758590485214;0,260814943949581;0,61637032008523;0,537650137374164;0,590977456199945;MXAN_RS07885;41359066;MXAN_RS07885;No old locus tag;hypothetical protein
WP_002639616.1;40427,6063763112;2,48201909829768;0,112729169804081;22,0175408247158;1,95593800098285e-107;1,07837381787521e-105;MXAN_RS18405;41361125;MXAN_RS18405;MXAN_3793;30S ribosomal protein S1
WP_002639669.1;7140,4844727291;-0,492952033622765;0,0963054363874363;-5,11863143052092;3,077607313039e-07;7,932002330762e-07;MXAN_RS17445;41360942;MXAN_RS17445;MXAN_3596;integration host factor subunit alpha
